seq,fid,cam,tid,layer,want,actual,actual_outcome,E1_choice,E1_outcome,E1_want_score,E2_choice,E2_outcome,E2_want_score,E3_choice,E3_outcome,E3_want_score
seq_025,2425,camera_5,47,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,2440,camera_4,11,L3_not_top1,32,4,錯,4,錯,,4,錯,-2.416,4,錯,-1.222
seq_025,2455,camera_7,10,L2_not_in_candidates,39,,開新,,開新,,39,對,3.397,39,對,4.591
seq_025,2465,camera_2,22,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,2470,camera_1,16,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.413,29,錯,-1.219
seq_025,2475,camera_7,11,L2_not_in_candidates,37,,開新,,開新,,39,錯,,39,錯,
seq_025,2490,camera_7,12,L2_not_in_candidates,42,,開新,,開新,,44,錯,2.026,44,錯,3.22
seq_025,2525,camera_3,24,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,2535,camera_4,12,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,2555,camera_5,48,L1_ghost,,40,錯,,開新,,,開新,,4,錯,
seq_025,2560,camera_2,23,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,2595,camera_6,19,L2_not_in_candidates,43,,開新,40,錯,,,開新,-2.422,40,錯,-1.228
seq_025,2620,camera_5,49,L1_ghost,,46,錯,,開新,,,開新,,,開新,
seq_025,2640,camera_1,17,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_025,2695,camera_3,25,L2_not_in_candidates,47,4,錯,4,錯,,4,錯,,4,錯,
seq_025,2700,camera_6,20,L1_ghost,,46,錯,,開新,,,開新,,,開新,
seq_025,2705,camera_3,26,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,2710,camera_7,13,L2_not_in_candidates,41,,開新,,開新,,,開新,,,開新,
seq_025,2720,camera_7,14,L4_below_threshold,45,,開新,,開新,0.374,,開新,-0.819,,開新,0.374
seq_025,2740,camera_6,21,L3_not_top1,44,46,錯,46,錯,,46,錯,-3.108,46,錯,-1.914
seq_025,2795,camera_5,50,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,2820,camera_5,51,L1_ghost,,4,錯,,開新,,,開新,,40,錯,
seq_025,2830,camera_7,15,L2_not_in_candidates,46,,開新,,開新,,,開新,-1.707,,開新,-0.513
seq_025,2875,camera_5,52,L3_not_top1,46,4,錯,4,錯,,4,錯,-2.413,4,錯,-1.219
seq_025,2885,camera_5,53,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,2895,camera_5,54,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,2910,camera_7,16,L4_below_threshold,49,,開新,,開新,-0.562,41,錯,-1.756,41,錯,-0.562
seq_025,2920,camera_2,24,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,2925,camera_1,18,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.781,,開新,-1.587
seq_025,2940,camera_5,55,L1_ghost,,46,錯,,開新,,4,錯,,4,錯,
seq_025,2940,camera_7,17,L2_not_in_candidates,51,,開新,,開新,,51,對,2.061,51,對,3.255
seq_025,2945,camera_6,22,L2_not_in_candidates,53,46,錯,46,錯,,46,錯,,46,錯,
seq_025,2950,camera_6,23,L2_not_in_candidates,48,46,錯,46,錯,,46,錯,,46,錯,
seq_025,2980,camera_5,56,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,2985,camera_6,24,L1_ghost,,46,錯,,開新,,,開新,,,開新,
seq_025,3005,camera_4,13,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3015,camera_4,14,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3045,camera_6,25,L2_not_in_candidates,33,46,錯,46,錯,,46,錯,,46,錯,
seq_025,3055,camera_5,57,L3_not_top1,46,4,錯,4,錯,,4,錯,0.143,4,錯,1.337
seq_025,3070,camera_3,27,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3070,camera_6,26,L2_not_in_candidates,50,46,錯,46,錯,,46,錯,,46,錯,
seq_025,3090,camera_1,19,L2_not_in_candidates,52,,開新,,開新,,,開新,,,開新,
seq_025,3095,camera_2,25,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3095,camera_3,28,L2_not_in_candidates,54,4,錯,4,錯,,4,錯,,4,錯,
seq_025,3100,camera_2,26,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3110,camera_1,20,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_025,3120,camera_5,58,L3_not_top1,46,4,錯,4,錯,,4,錯,-0.544,4,錯,0.65
seq_025,3125,camera_1,21,L2_not_in_candidates,55,,開新,,開新,,52,錯,,52,錯,
seq_025,3140,camera_2,27,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3155,camera_2,28,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3165,camera_2,29,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3180,camera_3,29,L2_not_in_candidates,56,4,錯,4,錯,,4,錯,,4,錯,
seq_025,3190,camera_1,22,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.418,,開新,-1.224
seq_025,3200,camera_1,23,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,3200,camera_5,59,L3_not_top1,46,4,錯,4,錯,,4,錯,-2.187,4,錯,-0.993
seq_025,3225,camera_5,60,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,3230,camera_5,61,L3_not_top1,4,46,錯,46,錯,,46,錯,1.543,46,錯,2.736
seq_025,3250,camera_5,62,L1_ghost,,46,錯,,開新,,,開新,,4,錯,
seq_025,3255,camera_2,30,L2_not_in_candidates,57,4,錯,4,錯,,4,錯,,4,錯,
seq_025,3285,camera_1,24,L2_not_in_candidates,4,,開新,,開新,,57,錯,-2.413,57,錯,-1.219
seq_025,3305,camera_4,15,OK,4,4,對,4,對,3.614,4,對,2.42,4,對,3.614
seq_025,3335,camera_2,31,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,3335,camera_2,32,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,3335,camera_4,16,L3_not_top1,46,4,錯,4,錯,,4,錯,-2.53,4,錯,-1.336
seq_025,3340,camera_5,63,L2_not_in_candidates,59,4,錯,4,錯,,4,錯,,4,錯,
seq_025,3345,camera_6,27,OK,46,46,對,46,對,2.921,46,對,1.727,46,對,2.921
seq_025,3355,camera_5,64,L3_not_top1,4,46,錯,46,錯,,46,錯,0.361,46,錯,1.555
seq_025,3355,camera_5,65,L3_not_top1,4,46,錯,46,錯,,46,錯,3.049,46,錯,4.243
seq_025,3370,camera_5,66,L1_ghost,,46,錯,,開新,,,開新,,4,錯,
seq_025,3415,camera_6,28,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,3430,camera_7,18,L2_not_in_candidates,46,,開新,,開新,,,開新,-2.441,60,錯,-1.247
seq_025,3450,camera_5,67,L1_ghost,,60,錯,,開新,,,開新,,,開新,
seq_025,3475,camera_2,33,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3525,camera_5,68,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,3530,camera_3,30,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,3540,camera_6,29,L3_not_top1,4,60,錯,60,錯,,60,錯,0.171,60,錯,1.365
seq_025,3565,camera_5,69,L1_ghost,,4,錯,,開新,,46,錯,,46,錯,
seq_025,3570,camera_5,70,L1_ghost,,4,錯,,開新,,46,錯,,46,錯,
seq_025,3570,camera_5,71,L1_ghost,,4,錯,,開新,,46,錯,,46,錯,
seq_025,3585,camera_4,17,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,3595,camera_3,31,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,3610,camera_4,18,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,3625,camera_7,19,L2_not_in_candidates,60,,開新,,開新,,,開新,-2.454,,開新,-1.26
seq_025,3630,camera_2,34,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,3640,camera_1,25,L2_not_in_candidates,46,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_025,3645,camera_1,26,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.492,,開新,-1.298
seq_025,3650,camera_2,35,L2_not_in_candidates,64,4,錯,4,錯,,4,錯,,4,錯,
seq_025,3675,camera_4,19,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_025,3710,camera_5,72,L1_ghost,,60,錯,,開新,,,開新,,4,錯,
seq_025,3715,camera_5,73,L1_ghost,,60,錯,,開新,,,開新,,4,錯,
seq_025,3755,camera_1,27,L2_not_in_candidates,4,,開新,,開新,,64,錯,-2.413,64,錯,-1.219
seq_025,3775,camera_4,20,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_025,3830,camera_6,30,L2_not_in_candidates,62,60,錯,60,錯,,60,錯,,60,錯,
seq_025,3835,camera_6,31,L1_ghost,,60,錯,,開新,,,開新,,,開新,
seq_025,3840,camera_3,32,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_025,3870,camera_2,36,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_025,3875,camera_5,74,L1_ghost,,60,錯,,開新,,,開新,,60,錯,
seq_025,3890,camera_4,21,L3_not_top1,46,4,錯,4,錯,,4,錯,-3.605,4,錯,-2.412
seq_025,3895,camera_1,28,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_025,3930,camera_2,37,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,3955,camera_5,75,OK,60,60,對,60,對,4.307,60,對,3.113,60,對,4.307
seq_025,3995,camera_3,33,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,4000,camera_2,38,L3_not_top1,60,4,錯,4,錯,,4,錯,-2.427,4,錯,-1.233
seq_025,4000,camera_3,34,L2_not_in_candidates,66,4,錯,4,錯,,4,錯,,4,錯,
seq_025,4010,camera_1,29,L3_not_top1,65,,開新,,開新,,,開新,-2.332,,開新,-1.138
seq_025,4015,camera_5,76,L1_ghost,,60,錯,,開新,,4,錯,,4,錯,
seq_025,4020,camera_2,39,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4025,camera_1,30,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.427,,開新,-1.233
seq_025,4035,camera_3,35,L2_not_in_candidates,68,4,錯,4,錯,,4,錯,,4,錯,
seq_025,4035,camera_6,32,L2_not_in_candidates,61,60,錯,60,錯,,60,錯,,60,錯,
seq_025,4040,camera_6,33,L1_ghost,,60,錯,,開新,,,開新,,,開新,
seq_025,4050,camera_1,31,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.418,,開新,-1.224
seq_025,4105,camera_1,32,L4_below_threshold,63,,開新,,開新,-1.649,,開新,-2.843,,開新,-1.649
seq_025,4110,camera_1,33,L2_not_in_candidates,69,,開新,,開新,,69,對,1.757,69,對,2.951
seq_025,4150,camera_3,36,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,4150,camera_5,77,L3_not_top1,60,4,錯,4,錯,,4,錯,-0.801,4,錯,0.392
seq_025,4150,camera_5,78,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4165,camera_5,79,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,4185,camera_2,40,L2_not_in_candidates,67,4,錯,4,錯,,4,錯,,4,錯,
seq_025,4190,camera_2,41,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4215,camera_1,34,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.43,,開新,-1.236
seq_025,4255,camera_5,80,L2_not_in_candidates,71,60,錯,60,錯,,60,錯,,60,錯,
seq_025,4255,camera_5,81,L1_ghost,,60,錯,,開新,,60,錯,,60,錯,
seq_025,4260,camera_4,22,L2_not_in_candidates,72,4,錯,4,錯,,4,錯,,4,錯,
seq_025,4265,camera_5,82,L1_ghost,,4,錯,,開新,,,開新,,60,錯,
seq_025,4310,camera_5,83,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,4315,camera_5,84,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,4325,camera_5,85,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4365,camera_6,34,OK,60,60,對,60,對,3.054,60,對,1.86,60,對,3.054
seq_025,4385,camera_5,86,L1_ghost,,60,錯,,開新,,4,錯,,4,錯,
seq_025,4400,camera_3,37,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4415,camera_5,87,L1_ghost,,60,錯,,開新,,,開新,,,開新,
seq_025,4415,camera_6,35,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,4435,camera_5,88,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4440,camera_7,20,L2_not_in_candidates,60,,開新,,開新,,,開新,-2.454,,開新,-1.26
seq_025,4450,camera_4,23,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4505,camera_5,89,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4545,camera_3,38,L2_not_in_candidates,70,4,錯,4,錯,,4,錯,,4,錯,
seq_025,4595,camera_2,42,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4605,camera_1,35,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.427,,開新,-1.233
seq_025,4645,camera_5,90,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,4645,camera_6,36,L2_not_in_candidates,74,60,錯,60,錯,,60,錯,,60,錯,
seq_025,4655,camera_6,37,L1_ghost,,60,錯,,開新,,,開新,,,開新,
seq_025,4665,camera_4,24,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4675,camera_3,39,L2_not_in_candidates,75,4,錯,4,錯,,4,錯,,4,錯,
seq_025,4680,camera_5,91,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,4715,camera_5,92,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4720,camera_2,43,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4735,camera_2,44,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,4745,camera_4,25,OK,4,4,對,4,對,3.901,4,對,3.045,4,對,4.239
seq_025,4775,camera_2,45,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,4775,camera_5,93,L3_not_top1,4,60,錯,60,錯,,60,錯,1.218,60,錯,2.411
seq_025,4785,camera_5,94,OK,60,60,對,60,對,4.307,60,對,3.113,60,對,4.307
seq_025,4810,camera_5,95,L3_not_top1,4,60,錯,60,錯,,60,錯,2.107,60,錯,3.301
seq_025,4815,camera_5,96,L1_ghost,,60,錯,,開新,,,開新,,4,錯,
seq_025,4820,camera_6,38,L3_not_top1,4,,開新,60,錯,,,開新,0.057,60,錯,1.251
seq_025,4860,camera_4,26,L3_not_top1,60,4,錯,4,錯,,4,錯,-2.43,4,錯,-1.236
seq_025,4860,camera_6,39,L2_not_in_candidates,76,,開新,60,錯,,,開新,,60,錯,
seq_025,4870,camera_5,97,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,4870,camera_6,40,L3_not_top1,4,,開新,60,錯,,,開新,0.082,60,錯,1.276
seq_025,4885,camera_7,21,L2_not_in_candidates,77,,開新,,開新,,,開新,1.424,77,對,2.618
seq_025,4940,camera_7,22,L2_not_in_candidates,79,,開新,,開新,,79,對,2.026,79,對,3.219
seq_025,4950,camera_7,23,L2_not_in_candidates,78,,開新,,開新,,79,錯,,79,錯,
seq_025,4990,camera_5,98,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,5010,camera_5,99,L1_ghost,,4,錯,,開新,,60,錯,,60,錯,
seq_025,5025,camera_4,27,L3_not_top1,60,4,錯,4,錯,,4,錯,-2.413,4,錯,-1.219
seq_025,5050,camera_2,46,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,5050,camera_5,100,L1_ghost,,4,錯,,開新,,,開新,,60,錯,
seq_025,5055,camera_1,36,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.427,,開新,-1.233
seq_025,5060,camera_6,41,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,5070,camera_5,101,L1_ghost,,4,錯,,開新,,,開新,,4,錯,
seq_025,5070,camera_5,102,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_025,5080,camera_5,103,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_025,5085,camera_7,24,L2_not_in_candidates,81,,開新,,開新,,,開新,-1.48,83,錯,-0.286
seq_025,5145,camera_6,42,L2_not_in_candidates,82,,開新,60,錯,,,開新,-2.463,60,錯,-1.269
seq_025,5155,camera_5,104,L2_not_in_candidates,80,4,錯,4,錯,,4,錯,-1.901,4,錯,-0.707
seq_025,5190,camera_2,47,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,5190,camera_5,105,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_025,5195,camera_1,37,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.469,,開新,-1.275
seq_025,5195,camera_6,43,L2_not_in_candidates,84,,開新,60,錯,,,開新,,60,錯,
seq_025,5215,camera_6,44,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,5220,camera_3,40,L2_not_in_candidates,86,4,錯,4,錯,,4,錯,,4,錯,
seq_025,5230,camera_7,25,L2_not_in_candidates,85,,開新,,開新,,84,錯,,84,錯,
seq_025,5235,camera_5,106,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,5245,camera_5,107,L1_ghost,,4,錯,,開新,,,開新,,4,錯,
seq_025,5250,camera_5,108,L1_ghost,,4,錯,,開新,,,開新,,4,錯,
seq_025,5270,camera_4,28,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,5290,camera_4,29,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,5295,camera_2,48,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,5310,camera_1,38,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.43,,開新,-1.236
seq_025,5325,camera_2,49,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,5335,camera_1,39,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_025,5335,camera_5,109,L2_not_in_candidates,60,4,錯,4,錯,,4,錯,0.402,4,錯,1.596
seq_025,5340,camera_4,30,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,5345,camera_5,110,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,5365,camera_5,111,L3_not_top1,87,4,錯,4,錯,,4,錯,,4,錯,
seq_025,5380,camera_3,41,L2_not_in_candidates,91,4,錯,4,錯,,4,錯,,4,錯,
seq_025,5410,camera_1,40,L2_not_in_candidates,4,,開新,,開新,,91,錯,-2.413,91,錯,-1.219
seq_025,5410,camera_3,42,L1_ghost,,4,錯,,開新,,,開新,,4,錯,
seq_025,5410,camera_5,112,L3_not_top1,4,87,錯,87,錯,,87,錯,2.101,87,錯,3.295
seq_025,5415,camera_2,50,L2_not_in_candidates,92,4,錯,4,錯,,4,錯,,4,錯,
seq_025,5425,camera_5,113,L1_ghost,,87,錯,,開新,,4,錯,,4,錯,
seq_025,5440,camera_4,31,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_025,5440,camera_4,32,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_025,5440,camera_5,114,L1_ghost,,87,錯,,開新,,4,錯,,4,錯,
seq_025,5450,camera_1,41,L2_not_in_candidates,90,,開新,,開新,,92,錯,-0.065,92,錯,1.128
seq_025,5450,camera_2,51,OK,4,4,對,4,對,3.614,4,對,3.319,4,對,4.513
seq_025,5470,camera_2,52,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_025,5480,camera_6,45,L2_not_in_candidates,89,,開新,87,錯,,,開新,,87,錯,
seq_025,5485,camera_6,46,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,5515,camera_1,42,L2_not_in_candidates,4,,開新,,開新,,93,錯,-2.413,93,錯,-1.219
seq_025,5515,camera_1,43,L2_not_in_candidates,93,,開新,,開新,,93,對,2.494,93,對,3.688
seq_025,5535,camera_5,115,L2_not_in_candidates,87,95,錯,95,錯,,4,錯,2.303,4,錯,3.497
seq_025,5540,camera_3,43,L2_not_in_candidates,96,4,錯,4,錯,,4,錯,,4,錯,
seq_025,5545,camera_3,44,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_025,5545,camera_4,33,OK,4,4,對,4,對,3.391,4,對,2.197,4,對,3.391
seq_025,5550,camera_5,116,L1_ghost,,95,錯,,開新,,4,錯,,4,錯,
seq_025,5610,camera_5,117,L3_not_top1,94,95,錯,95,錯,,95,錯,,95,錯,
seq_025,5620,camera_5,118,L1_ghost,,95,錯,,開新,,,開新,,87,錯,
seq_025,5630,camera_4,34,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,5675,camera_5,119,L3_not_top1,4,94,錯,94,錯,,94,錯,1.887,94,錯,3.081
seq_025,5700,camera_4,35,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,5720,camera_3,45,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,5720,camera_5,120,L2_not_in_candidates,97,94,錯,94,錯,,94,錯,,94,錯,
seq_025,5735,camera_2,53,OK,4,4,對,4,對,3.614,4,對,2.42,4,對,3.614
seq_025,5745,camera_1,44,L2_not_in_candidates,4,,開新,,開新,,97,錯,-2.454,97,錯,-1.26
seq_025,5755,camera_5,121,L2_not_in_candidates,98,4,錯,4,錯,,4,錯,,4,錯,
seq_025,5770,camera_4,36,L3_not_top1,94,4,錯,4,錯,,4,錯,-2.781,4,錯,-1.587
seq_025,5800,camera_5,122,L1_ghost,,4,錯,,開新,,,開新,,95,錯,
seq_025,5810,camera_6,47,L4_below_threshold,95,,開新,95,對,2.515,,開新,1.321,95,對,2.515
seq_025,5840,camera_2,54,OK,4,4,對,4,對,4.307,4,對,4.599,4,對,5.793
seq_025,5870,camera_3,46,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_025,5890,camera_2,55,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_025,5890,camera_6,48,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,5900,camera_5,123,L1_ghost,,100,錯,,開新,,,開新,,,開新,
seq_025,5900,camera_7,26,L2_not_in_candidates,99,,開新,,開新,,,開新,,,開新,
seq_025,5905,camera_1,45,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.418,,開新,-1.224
seq_025,5910,camera_3,47,L3_not_top1,95,4,錯,4,錯,,4,錯,-2.542,4,錯,-1.348
seq_025,5945,camera_1,46,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,5945,camera_4,37,OK,4,4,對,4,對,3.614,4,對,2.42,4,對,3.614
seq_025,5955,camera_6,49,L3_not_top1,94,,開新,100,錯,,,開新,-2.503,100,錯,-1.309
seq_025,5960,camera_5,124,L1_ghost,,4,錯,,開新,,,開新,,4,錯,
seq_025,5970,camera_5,125,L2_not_in_candidates,102,4,錯,4,錯,,4,錯,,4,錯,
seq_025,5995,camera_1,47,L2_not_in_candidates,4,,開新,,開新,,102,錯,-2.413,102,錯,-1.219
seq_025,5995,camera_5,126,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,5995,camera_5,127,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_025,5995,camera_6,50,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,6020,camera_4,38,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,6030,camera_7,27,L2_not_in_candidates,104,,開新,,開新,,,開新,,,開新,
seq_025,6060,camera_5,128,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_025,6065,camera_1,48,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.413,105,錯,-1.219
seq_025,6075,camera_3,48,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_025,6090,camera_2,56,L2_not_in_candidates,105,4,錯,4,錯,,4,錯,,4,錯,
seq_025,6125,camera_5,129,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,6135,camera_1,49,L2_not_in_candidates,4,,開新,,開新,,98,錯,-2.413,98,錯,-1.219
seq_025,6160,camera_6,51,L2_not_in_candidates,108,,開新,4,錯,,,開新,-2.418,4,錯,-1.224
seq_025,6165,camera_3,49,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,6170,camera_1,50,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.422,,開新,-1.228
seq_025,6185,camera_3,50,L2_not_in_candidates,109,4,錯,4,錯,,4,錯,,4,錯,
seq_025,6190,camera_5,130,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_025,6215,camera_1,51,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.418,109,錯,-1.224
seq_025,6215,camera_1,52,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.418,109,錯,-1.224
seq_025,6245,camera_4,39,L2_not_in_candidates,112,4,錯,4,錯,,4,錯,,4,錯,
seq_025,6260,camera_7,28,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,6265,camera_6,52,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,6275,camera_2,57,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,6290,camera_6,53,L2_not_in_candidates,107,4,錯,4,錯,,4,錯,,4,錯,
seq_025,6325,camera_1,53,L2_not_in_candidates,111,,開新,,開新,,,開新,-0.769,,開新,0.425
seq_025,6335,camera_2,58,L2_not_in_candidates,113,4,錯,4,錯,,4,錯,,4,錯,
seq_025,6340,camera_1,54,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_025,6395,camera_1,55,L1_ghost,,,開新,,開新,,,開新,,116,錯,
seq_025,6400,camera_5,131,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,6420,camera_5,132,L3_not_top1,4,110,錯,110,錯,,110,錯,-0.149,110,錯,1.045
seq_025,6440,camera_5,133,L3_not_top1,4,110,錯,110,錯,,110,錯,-0.639,110,錯,0.555
seq_025,6455,camera_4,40,L2_not_in_candidates,115,4,錯,4,錯,,4,錯,,4,錯,
seq_025,6455,camera_5,134,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,6465,camera_5,135,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,6490,camera_6,54,OK,110,110,對,110,對,3.391,110,對,2.197,110,對,3.391
seq_025,6500,camera_6,55,L1_ghost,,110,錯,,開新,,,開新,,,開新,
seq_025,6505,camera_2,59,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_025,6505,camera_5,136,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_025,6520,camera_4,41,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
